,ID_current,found_bccwj_file,found_bccwj_start,wrong,correct_bccwj_file,correct_bccwj_start,match_score,levenshtein
867,21_BCCWJ-ABC-aj-simple,LBe3_00012,20670.0,NaN,NaN,NaN,280.43769,0.0
868,22_BCCWJ-ABC-aj-simple,LBg9_00054,4480.0,NaN,NaN,NaN,86.16966717,3.0
869,23_BCCWJ-ABC-aj-simple,LBk3_00001,70280.0,NaN,NaN,NaN,237.5867921,0.0
870,24_BCCWJ-ABC-aj-simple,LBm9_00040,85810.0,NaN,NaN,NaN,186.6152614,1.0
871,25_BCCWJ-ABC-aj-simple,LBo9_00185,88370.0,NaN,NaN,NaN,227.8617544,0.0
872,26_BCCWJ-ABC-aj-simple,LBk4_00043,24510.0,NaN,NaN,NaN,338.1824814,0.0
873,28_BCCWJ-ABC-aj-simple,LBb7_00013,20860.0,NaN,NaN,NaN,136.0114757,1.0
874,29_BCCWJ-ABC-aj-simple,LBm3_00143,48090.0,NaN,NaN,NaN,300.7730863,0.0
875,30_BCCWJ-ABC-aj-simple,LBi2_00056,31840.0,NaN,NaN,NaN,230.495555,0.0
876,31_BCCWJ-ABC-aj-simple,LBb5_00014,6530.0,NaN,NaN,NaN,257.7347566,0.0
877,32_BCCWJ-ABC-aj-simple,LBh9_00090,9570.0,NaN,NaN,NaN,426.943273,0.0
878,33_BCCWJ-ABC-aj-simple,LBb2_00030,35520.0,NaN,NaN,NaN,264.9713802,0.0
879,34_BCCWJ-ABC-aj-simple,LBi3_00090,26000.0,NaN,NaN,NaN,292.7813536,0.0
880,35_BCCWJ-ABC-aj-simple,LBi8_00009,41560.0,NaN,NaN,NaN,242.671499,0.0
881,36_BCCWJ-ABC-aj-simple,LBg9_00076,3910.0,NaN,NaN,NaN,276.6950805,0.0
882,37_BCCWJ-ABC-aj-simple,LBk3_00059,75290.0,NaN,NaN,NaN,198.4412519,0.0
883,39_BCCWJ-ABC-aj-simple,LBm9_00056,67830.0,NaN,NaN,NaN,205.7733117,0.0
884,40_BCCWJ-ABC-aj-simple,LBj9_00034,51950.0,NaN,NaN,NaN,239.7443683,1.0
885,41_BCCWJ-ABC-aj-simple,NaN,NaN,NaN,LBl6_00020,66950.0,0.0,NaN
886,42_BCCWJ-ABC-aj-simple,LBk1_00015,31470.0,NaN,NaN,NaN,299.928042,0.0
887,43_BCCWJ-ABC-aj-simple,LBi9_00237,7590.0,NaN,NaN,NaN,244.3117234,0.0
888,44_BCCWJ-ABC-aj-simple,LBk9_00213,12720.0,NaN,NaN,NaN,116.8670142,10.0
889,45_BCCWJ-ABC-aj-simple,LBg9_00207,8360.0,NaN,NaN,NaN,169.8371704,1.0
890,46_BCCWJ-ABC-aj-simple,LBi2_00017,46630.0,NaN,NaN,NaN,281.9420015,0.0
891,47_BCCWJ-ABC-aj-simple,NaN,NaN,NaN,LBb9_00109,44890.0,0.0,NaN
892,50_BCCWJ-ABC-aj-simple,LBf7_00035,4540.0,NaN,NaN,NaN,268.9276383,0.0
893,51_BCCWJ-ABC-aj-simple,LBd9_00139,10650.0,NaN,NaN,NaN,215.521782,0.0
894,52_BCCWJ-ABC-aj-simple,LBm9_00241,23960.0,NaN,NaN,NaN,247.1942309,0.0
895,53_BCCWJ-ABC-aj-simple,LBl3_00123,72370.0,NaN,NaN,NaN,303.8099459,0.0
896,54_BCCWJ-ABC-aj-simple,LBs3_00140,60410.0,NaN,NaN,NaN,10.39319807,2.0
897,55_BCCWJ-ABC-aj-simple,LBl9_00039,3490.0,NaN,NaN,NaN,277.6664715,0.0
898,56_BCCWJ-ABC-aj-simple,LBg9_00134,9850.0,NaN,NaN,NaN,269.1143989,0.0
899,57_BCCWJ-ABC-aj-simple,LBi9_00029,6360.0,NaN,NaN,NaN,264.3528923,1.0
900,58_BCCWJ-ABC-aj-simple,LBl9_00235,97580.0,NaN,NaN,NaN,129.0952513,2.0
901,59_BCCWJ-ABC-aj-simple,LBc3_00045,4450.0,NaN,NaN,NaN,296.9408579,0.0
902,60_BCCWJ-ABC-aj-simple,LBin_00010,64330.0,NaN,NaN,NaN,190.269731,0.0
903,61_BCCWJ-ABC-aj-simple,LBo7_00009,2090.0,NaN,NaN,NaN,225.1129585,6.0
904,62_BCCWJ-ABC-aj-simple,LBf7_00041,32990.0,NaN,NaN,NaN,285.3069392,0.0
905,63_BCCWJ-ABC-aj-simple,LBj2_00034,17530.0,NaN,NaN,NaN,285.4540589,2.0
906,64_BCCWJ-ABC-aj-simple,LBh5_00026,31160.0,NaN,NaN,NaN,309.9887474,1.0
907,65_BCCWJ-ABC-aj-simple,LBm5_00036,19110.0,NaN,NaN,NaN,194.1586026,12.0
908,66_BCCWJ-ABC-aj-simple,LBk7_00033,39590.0,NaN,NaN,NaN,274.0438271,0.0
909,67_BCCWJ-ABC-aj-simple,LBf9_00196,66040.0,NaN,NaN,NaN,269.3512209,0.0
910,68_BCCWJ-ABC-aj-simple,LBn9_00240,6240.0,NaN,NaN,NaN,224.3253637,0.0
911,69_BCCWJ-ABC-aj-simple,LBn7_00065,33370.0,NaN,NaN,NaN,172.269846,0.0
912,70_BCCWJ-ABC-aj-simple,LBh9_00052,22650.0,NaN,NaN,NaN,329.1690793,0.0
913,71_BCCWJ-ABC-aj-simple,LBn9_00015,61620.0,NaN,NaN,NaN,179.9366018,1.0
914,72_BCCWJ-ABC-aj-simple,LBb2_00030,40060.0,NaN,NaN,NaN,384.5453189,0.0
915,73_BCCWJ-ABC-aj-simple,LBd3_00071,14100.0,NaN,NaN,NaN,328.8306813,1.0
916,75_BCCWJ-ABC-aj-simple,LBg5_00034,49980.0,NaN,NaN,NaN,129.5861597,3.0
917,77_BCCWJ-ABC-aj-simple,LBh7_00037,5020.0,NaN,NaN,NaN,147.06122,0.0
918,79_BCCWJ-ABC-aj-simple,LBo9_00086,24720.0,NaN,NaN,NaN,134.2324068,0.0
919,80_BCCWJ-ABC-aj-simple,LBm9_00217,26400.0,NaN,NaN,NaN,248.066614,1.0
920,81_BCCWJ-ABC-aj-simple,LBj3_00051,46100.0,NaN,NaN,NaN,294.5356891,0.0
921,82_BCCWJ-ABC-aj-simple,LBd9_00012,33420.0,NaN,NaN,NaN,275.9445847,0.0
922,83_BCCWJ-ABC-aj-simple,LBnn_00001,2790.0,NaN,NaN,NaN,62.8559151,1.0
923,84_BCCWJ-ABC-aj-simple,LBd5_00025,36540.0,NaN,NaN,NaN,269.2161307,0.0
924,85_BCCWJ-ABC-aj-simple,LBi3_00142,750.0,NaN,NaN,NaN,167.2040698,0.0
925,86_BCCWJ-ABC-aj-simple,LBo9_00027,36620.0,NaN,NaN,NaN,177.9440661,2.0
926,87_BCCWJ-ABC-aj-simple,LBg2_00071,17930.0,NaN,NaN,NaN,295.8889253,0.0
927,88_BCCWJ-ABC-aj-simple,LBb9_00003,32750.0,NaN,NaN,NaN,269.4709657,1.0
928,89_BCCWJ-ABC-aj-simple,LBm3_00119,13610.0,NaN,NaN,NaN,311.862173,0.0
929,90_BCCWJ-ABC-aj-simple,LBo2_00027,30500.0,NaN,NaN,NaN,220.4046781,0.0
930,91_BCCWJ-ABC-aj-simple,LBi6_00021,61130.0,NaN,NaN,NaN,306.8511713,0.0
931,92_BCCWJ-ABC-aj-simple,LBl9_00257,87390.0,NaN,NaN,NaN,305.1376829,0.0
932,93_BCCWJ-ABC-aj-simple,LBs9_00228,19260.0,False,LBk2_00007,19520.0,10.30469243,20.0
933,94_BCCWJ-ABC-aj-simple,LBb8_00004,65340.0,NaN,NaN,NaN,169.7980579,0.0
934,95_BCCWJ-ABC-aj-simple,LBm9_00154,1050.0,NaN,NaN,NaN,288.7195296,0.0
935,96_BCCWJ-ABC-aj-simple,LBh7_00035,33910.0,NaN,NaN,NaN,286.805037,1.0
936,97_BCCWJ-ABC-aj-simple,LBh2_00031,15150.0,NaN,NaN,NaN,368.9561888,1.0
937,98_BCCWJ-ABC-aj-simple,LBg9_00021,23680.0,NaN,NaN,NaN,206.8726057,1.0
938,99_BCCWJ-ABC-aj-simple,LBc9_00139,39220.0,NaN,NaN,NaN,345.0980286,1.0
939,100_BCCWJ-ABC-aj-simple,LBo4_00056,10390.0,NaN,NaN,NaN,316.6409803,0.0
940,1_BCCWJ-ABC-ak-simple,LBi1_00029,53970.0,NaN,NaN,NaN,277.9736275,0.0
941,2_BCCWJ-ABC-ak-simple,LBj3_00051,45720.0,NaN,NaN,NaN,317.2853938,0.0
942,3_BCCWJ-ABC-ak-simple,LBl4_00010,25560.0,NaN,NaN,NaN,352.493225,0.0
943,4_BCCWJ-ABC-ak-simple,LBt9_00222,85970.0,False,LBbn_00012,4680.0,40.13629289,20.0
944,5_BCCWJ-ABC-ak-simple,LBk3_00012,33670.0,NaN,NaN,NaN,281.2204706,0.0
945,6_BCCWJ-ABC-ak-simple,LBk9_00168,32320.0,NaN,NaN,NaN,174.2653907,0.0
946,7_BCCWJ-ABC-ak-simple,LBg9_00196,10460.0,NaN,NaN,NaN,323.5187434,0.0
947,8_BCCWJ-ABC-ak-simple,LBl9_00136,11250.0,NaN,NaN,NaN,130.3530854,9.0
948,9_BCCWJ-ABC-ak-simple,LBm9_00249,7520.0,NaN,NaN,NaN,281.5483388,1.0
949,10_BCCWJ-ABC-ak-simple,LBk9_00194,25000.0,NaN,NaN,NaN,335.4718616,1.0
950,11_BCCWJ-ABC-ak-simple,LBk9_00254,54710.0,NaN,NaN,NaN,221.4860014,1.0
951,12_BCCWJ-ABC-ak-simple,LBl9_00272,64480.0,NaN,NaN,NaN,137.9107404,0.0
952,13_BCCWJ-ABC-ak-simple,LBe1_00029,25300.0,NaN,NaN,NaN,386.4252531,0.0
953,15_BCCWJ-ABC-ak-simple,LBo9_00003,23780.0,NaN,NaN,NaN,253.6398335,1.0
954,16_BCCWJ-ABC-ak-simple,LBm5_00006,8580.0,NaN,NaN,NaN,375.679194,1.0
955,17_BCCWJ-ABC-ak-simple,LBn9_00145,26550.0,NaN,NaN,NaN,201.5624537,0.0
956,18_BCCWJ-ABC-ak-simple,LBn9_00161,84710.0,NaN,NaN,NaN,38.57196308,4.0
957,19_BCCWJ-ABC-ak-simple,LBk3_00035,68860.0,NaN,NaN,NaN,282.0360916,0.0
958,20_BCCWJ-ABC-ak-simple,LBk4_00055,69830.0,NaN,NaN,NaN,286.7726141,0.0
959,21_BCCWJ-ABC-ak-simple,LBd9_00157,107350.0,NaN,NaN,NaN,308.65028,0.0
960,22_BCCWJ-ABC-ak-simple,LBe9_00012,30820.0,NaN,NaN,NaN,233.6976354,1.0
961,23_BCCWJ-ABC-ak-simple,LBm2_00032,18250.0,NaN,NaN,NaN,311.5752181,0.0
962,24_BCCWJ-ABC-ak-simple,LBm2_00017,13350.0,NaN,NaN,NaN,328.1781636,0.0
963,26_BCCWJ-ABC-ak-simple,LBh9_00071,9680.0,False,LBln_00029,6730.0,62.4075046,20.0
964,27_BCCWJ-ABC-ak-simple,LBm3_00010,94780.0,NaN,NaN,NaN,159.7217821,0.0
965,28_BCCWJ-ABC-ak-simple,LBm4_00053,78790.0,NaN,NaN,NaN,226.7310554,2.0
966,29_BCCWJ-ABC-ak-simple,LBl2_00030,57710.0,NaN,NaN,NaN,218.4147829,0.0
967,30_BCCWJ-ABC-ak-simple,LBe9_00208,44470.0,NaN,NaN,NaN,154.0904931,6.0
968,31_BCCWJ-ABC-ak-simple,LBm7_00040,18800.0,NaN,NaN,NaN,202.4103354,2.0
969,32_BCCWJ-ABC-ak-simple,LBon_00015,70950.0,False,LBin_00005,39330.0,11.13083488,30.0
970,33_BCCWJ-ABC-ak-simple,LBc9_00070,13610.0,NaN,NaN,NaN,310.505169,1.0
971,34_BCCWJ-ABC-ak-simple,LBl3_00003,990.0,NaN,NaN,NaN,250.1108658,0.0
972,35_BCCWJ-ABC-ak-simple,LBe9_00208,26060.0,NaN,NaN,NaN,284.2093722,0.0
973,36_BCCWJ-ABC-ak-simple,LBc9_00086,23560.0,NaN,NaN,NaN,341.5261954,0.0
974,37_BCCWJ-ABC-ak-simple,LBln_00023,41470.0,NaN,NaN,NaN,179.4974819,4.0
975,38_BCCWJ-ABC-ak-simple,LBj9_00162,45140.0,NaN,NaN,NaN,283.2423611,1.0
976,39_BCCWJ-ABC-ak-simple,LBi5_00036,62950.0,NaN,NaN,NaN,383.1999908,0.0
977,40_BCCWJ-ABC-ak-simple,LBg3_00019,9170.0,NaN,NaN,NaN,126.6818283,0.0
978,41_BCCWJ-ABC-ak-simple,LBg9_00121,19740.0,NaN,NaN,NaN,181.8926474,0.0
979,42_BCCWJ-ABC-ak-simple,LBh9_00150,60950.0,NaN,NaN,NaN,311.4597855,1.0
980,43_BCCWJ-ABC-ak-simple,LBg5_00035,31040.0,NaN,NaN,NaN,282.9654161,0.0
981,44_BCCWJ-ABC-ak-simple,LBl2_00006,51070.0,NaN,NaN,NaN,262.374961,0.0
982,45_BCCWJ-ABC-ak-simple,LBm9_00190,85400.0,NaN,NaN,NaN,323.3154228,1.0
983,46_BCCWJ-ABC-ak-simple,LBo4_00037,54790.0,NaN,NaN,NaN,244.8583057,0.0
984,47_BCCWJ-ABC-ak-simple,LBa2_00013,14950.0,NaN,NaN,NaN,347.4401472,1.0
985,48_BCCWJ-ABC-ak-simple,LBg9_00111,71250.0,NaN,NaN,NaN,302.9026657,1.0
986,49_BCCWJ-ABC-ak-simple,LBf2_00012,18440.0,NaN,NaN,NaN,284.7476588,0.0
987,50_BCCWJ-ABC-ak-simple,LBh7_00058,107430.0,NaN,NaN,NaN,342.6945193,0.0
988,51_BCCWJ-ABC-ak-simple,LBn1_00014,12770.0,NaN,NaN,NaN,290.1234557,0.0
989,52_BCCWJ-ABC-ak-simple,LBj6_00004,41750.0,NaN,NaN,NaN,199.9465202,0.0
990,53_BCCWJ-ABC-ak-simple,LBl9_00069,7760.0,NaN,NaN,NaN,180.4424778,0.0
991,54_BCCWJ-ABC-ak-simple,LBf9_00123,21700.0,NaN,NaN,NaN,149.6721497,0.0
992,55_BCCWJ-ABC-ak-simple,LBh4_00022,17020.0,NaN,NaN,NaN,334.5372608,0.0
993,56_BCCWJ-ABC-ak-simple,LBn3_00014,4540.0,NaN,NaN,NaN,337.7901265,1.0
994,57_BCCWJ-ABC-ak-simple,LBg1_00026,7520.0,NaN,NaN,NaN,138.3179706,0.0
995,58_BCCWJ-ABC-ak-simple,LBo4_00054,2330.0,NaN,NaN,NaN,228.6687684,0.0
996,59_BCCWJ-ABC-ak-simple,LBj3_00155,9630.0,False,LBj3_00155,9810.0,268.5969229,30.0
997,60_BCCWJ-ABC-ak-simple,LBm9_00040,42340.0,NaN,NaN,NaN,288.1522485,0.0
998,61_BCCWJ-ABC-ak-simple,LBm9_00271,10620.0,NaN,NaN,NaN,117.5730232,1.0
999,62_BCCWJ-ABC-ak-simple,LBj3_00043,109680.0,NaN,NaN,NaN,292.95857,0.0
1000,63_BCCWJ-ABC-ak-simple,LBm6_00003,15320.0,NaN,NaN,NaN,230.6710354,15.0
1001,64_BCCWJ-ABC-ak-simple,LBf7_00022,16240.0,NaN,NaN,NaN,187.8759918,0.0
1002,65_BCCWJ-ABC-ak-simple,LBn3_00065,46320.0,NaN,NaN,NaN,183.31071,1.0
1003,66_BCCWJ-ABC-ak-simple,LBi3_00070,84410.0,NaN,NaN,NaN,265.1231744,0.0
1004,67_BCCWJ-ABC-ak-simple,LBk5_00049,5040.0,NaN,NaN,NaN,195.8669255,2.0
1005,70_BCCWJ-ABC-ak-simple,LBc5_00019,40120.0,NaN,NaN,NaN,245.3815332,1.0
1006,71_BCCWJ-ABC-ak-simple,LBc9_00009,1850.0,NaN,NaN,NaN,184.0685095,6.0
1007,72_BCCWJ-ABC-ak-simple,LBm9_00235,9290.0,NaN,NaN,NaN,291.4463895,0.0
1008,73_BCCWJ-ABC-ak-simple,LBe9_00208,52730.0,NaN,NaN,NaN,313.3798076,0.0
1009,74_BCCWJ-ABC-ak-simple,LBk2_00079,19940.0,NaN,NaN,NaN,350.9297815,0.0
1010,75_BCCWJ-ABC-ak-simple,LBi9_00111,10680.0,NaN,NaN,NaN,193.1551271,0.0
1011,76_BCCWJ-ABC-ak-simple,LBf7_00031,60880.0,NaN,NaN,NaN,300.5739993,0.0
1012,77_BCCWJ-ABC-ak-simple,LBg2_00019,23390.0,NaN,NaN,NaN,154.3847984,1.0
1013,78_BCCWJ-ABC-ak-simple,LBg0_00008,123670.0,NaN,NaN,NaN,197.1284237,16.0
1014,79_BCCWJ-ABC-ak-simple,LBk9_00051,56030.0,NaN,NaN,NaN,276.5682563,3.0
1015,80_BCCWJ-ABC-ak-simple,LBo2_00056,110040.0,NaN,NaN,NaN,292.8215584,0.0
1016,81_BCCWJ-ABC-ak-simple,LBh5_00028,27410.0,NaN,NaN,NaN,113.2945717,0.0
1017,82_BCCWJ-ABC-ak-simple,LBm3_00068,9550.0,NaN,NaN,NaN,206.1877362,0.0
1018,83_BCCWJ-ABC-ak-simple,LBh4_00019,14380.0,NaN,NaN,NaN,327.770097,1.0
1019,84_BCCWJ-ABC-ak-simple,LBj5_00037,23650.0,NaN,NaN,NaN,332.3881132,1.0
1020,86_BCCWJ-ABC-ak-simple,LBl9_00137,10330.0,NaN,NaN,NaN,163.5591113,15.0
1021,89_BCCWJ-ABC-ak-simple,LBc6_00001,11260.0,NaN,NaN,NaN,240.3378512,0.0
1022,90_BCCWJ-ABC-ak-simple,LBl5_00023,130350.0,NaN,NaN,NaN,149.480587,0.0
1023,92_BCCWJ-ABC-ak-simple,LBm2_00035,15530.0,NaN,NaN,NaN,307.0996469,0.0
1024,93_BCCWJ-ABC-ak-simple,LBn7_00046,48020.0,NaN,NaN,NaN,167.1457323,14.0
1025,94_BCCWJ-ABC-ak-simple,LBi0_00006,2930.0,NaN,NaN,NaN,120.1049311,12.0
1026,95_BCCWJ-ABC-ak-simple,LBl9_00202,18440.0,NaN,NaN,NaN,262.0569427,1.0
1027,96_BCCWJ-ABC-ak-simple,LBh9_00099,90470.0,NaN,NaN,NaN,263.511168,0.0
1028,97_BCCWJ-ABC-ak-simple,LBg4_00031,8530.0,NaN,NaN,NaN,172.749101,4.0
1029,98_BCCWJ-ABC-ak-simple,LBn9_00157,45170.0,NaN,NaN,NaN,271.1537731,0.0
1030,99_BCCWJ-ABC-ak-simple,LBm2_00030,18270.0,NaN,NaN,NaN,173.4158629,0.0
1031,100_BCCWJ-ABC-ak-simple,LBm9_00168,19810.0,NaN,NaN,NaN,221.4653917,1.0
1032,1_BCCWJ-ABC-al-simple,LBa4_00008,24820.0,NaN,NaN,NaN,254.429707,0.0
1033,2_BCCWJ-ABC-al-simple,LBi9_00225,43820.0,NaN,NaN,NaN,285.4034847,0.0
1034,3_BCCWJ-ABC-al-simple,LBl7_00049,52460.0,NaN,NaN,NaN,301.7787069,0.0
1035,4_BCCWJ-ABC-al-simple,LBe9_00208,70030.0,NaN,NaN,NaN,120.3604163,7.0
1036,5_BCCWJ-ABC-al-simple,LBm3_00121,65300.0,NaN,NaN,NaN,137.8207685,1.0
1037,6_BCCWJ-ABC-al-simple,LBl4_00050,8610.0,NaN,NaN,NaN,192.8761949,1.0
1038,7_BCCWJ-ABC-al-simple,LBo9_00056,4900.0,NaN,NaN,NaN,310.3161581,1.0
1039,8_BCCWJ-ABC-al-simple,LBb9_00084,14890.0,NaN,NaN,NaN,152.2857325,1.0
1040,9_BCCWJ-ABC-al-simple,LBg2_00026,940.0,NaN,NaN,NaN,343.0372995,0.0
1041,10_BCCWJ-ABC-al-simple,LBm2_00018,8340.0,NaN,NaN,NaN,330.0146361,1.0
1042,11_BCCWJ-ABC-al-simple,LBg3_00083,98200.0,NaN,NaN,NaN,156.5914816,1.0
1043,13_BCCWJ-ABC-al-simple,LBf4_00015,40170.0,NaN,NaN,NaN,340.4874016,0.0
1044,14_BCCWJ-ABC-al-simple,LBg9_00125,2660.0,NaN,NaN,NaN,233.0934586,2.0
1045,15_BCCWJ-ABC-al-simple,LBh3_00035,35210.0,NaN,NaN,NaN,182.8802057,0.0
1046,16_BCCWJ-ABC-al-simple,LBm5_00011,30450.0,NaN,NaN,NaN,250.6205542,0.0
1047,17_BCCWJ-ABC-al-simple,LBo4_00051,30910.0,NaN,NaN,NaN,212.8118048,0.0
1048,18_BCCWJ-ABC-al-simple,LBi9_00035,6610.0,NaN,NaN,NaN,213.9901802,1.0
1049,20_BCCWJ-ABC-al-simple,LBn9_00239,90010.0,NaN,NaN,NaN,176.1368763,0.0
1050,21_BCCWJ-ABC-al-simple,LBn4_00041,58040.0,NaN,NaN,NaN,336.6645686,0.0
1051,22_BCCWJ-ABC-al-simple,LBg9_00231,10330.0,NaN,NaN,NaN,291.6143091,1.0
1052,23_BCCWJ-ABC-al-simple,LBo1_00028,17480.0,NaN,NaN,NaN,167.0660544,0.0
1053,24_BCCWJ-ABC-al-simple,LBl9_00036,17160.0,NaN,NaN,NaN,285.3115881,0.0
1054,25_BCCWJ-ABC-al-simple,LBl9_00242,8450.0,NaN,NaN,NaN,211.0627023,1.0
1055,26_BCCWJ-ABC-al-simple,LBm9_00261,13080.0,NaN,NaN,NaN,250.5117461,5.0
1056,27_BCCWJ-ABC-al-simple,LBe5_00027,15570.0,NaN,NaN,NaN,257.8487341,0.0
1057,28_BCCWJ-ABC-al-simple,LBd3_00064,31860.0,NaN,NaN,NaN,317.4050867,0.0
1058,29_BCCWJ-ABC-al-simple,LBe1_00005,105480.0,NaN,NaN,NaN,100.5447871,5.0
1059,30_BCCWJ-ABC-al-simple,LBd9_00101,40540.0,NaN,NaN,NaN,216.8260964,1.0
1060,31_BCCWJ-ABC-al-simple,LBg3_00055,65130.0,NaN,NaN,NaN,281.6177084,0.0
1061,32_BCCWJ-ABC-al-simple,LBj7_00002,3680.0,NaN,NaN,NaN,203.816676,0.0
1062,33_BCCWJ-ABC-al-simple,LBl7_00043,62140.0,NaN,NaN,NaN,240.4190954,0.0
1063,34_BCCWJ-ABC-al-simple,LBh9_00252,50500.0,NaN,NaN,NaN,346.4097249,2.0
1064,35_BCCWJ-ABC-al-simple,LBd9_00180,90.0,NaN,NaN,NaN,264.1997229,1.0
1065,36_BCCWJ-ABC-al-simple,LBi3_00132,64520.0,NaN,NaN,NaN,309.0328109,1.0
1066,37_BCCWJ-ABC-al-simple,LBj9_00021,34310.0,NaN,NaN,NaN,228.4686127,6.0
1067,38_BCCWJ-ABC-al-simple,LBj3_00039,95290.0,NaN,NaN,NaN,208.6506696,0.0
1068,39_BCCWJ-ABC-al-simple,LBb9_00148,43370.0,NaN,NaN,NaN,340.0493606,0.0
1069,40_BCCWJ-ABC-al-simple,LBj1_00025,11830.0,NaN,NaN,NaN,205.1199721,1.0
1070,41_BCCWJ-ABC-al-simple,LBh2_00021,75320.0,NaN,NaN,NaN,245.1582656,0.0
1071,42_BCCWJ-ABC-al-simple,LBj3_00155,49220.0,NaN,NaN,NaN,228.3850978,0.0
1072,43_BCCWJ-ABC-al-simple,LBb2_00035,2060.0,NaN,NaN,NaN,276.3584996,0.0
1073,44_BCCWJ-ABC-al-simple,LBd9_00144,25630.0,NaN,NaN,NaN,122.1243328,4.0
1074,45_BCCWJ-ABC-al-simple,LBj9_00174,17240.0,NaN,NaN,NaN,170.4928872,1.0
1075,46_BCCWJ-ABC-al-simple,LBf9_00115,32980.0,NaN,NaN,NaN,262.7405149,0.0
1076,47_BCCWJ-ABC-al-simple,LBa1_00015,88500.0,NaN,NaN,NaN,234.4163855,1.0
1077,48_BCCWJ-ABC-al-simple,LBo2_00047,11150.0,NaN,NaN,NaN,138.5885818,1.0
1078,49_BCCWJ-ABC-al-simple,LBo7_00071,16430.0,NaN,NaN,NaN,255.4081351,0.0
1079,50_BCCWJ-ABC-al-simple,LBn9_00097,53510.0,NaN,NaN,NaN,325.5973567,0.0
1080,51_BCCWJ-ABC-al-simple,LBl1_00026,52620.0,NaN,NaN,NaN,107.542707,13.0
1081,52_BCCWJ-ABC-al-simple,LBg1_00011,73760.0,NaN,NaN,NaN,308.5854352,0.0
1082,53_BCCWJ-ABC-al-simple,LBl9_00260,85880.0,NaN,NaN,NaN,239.1582849,1.0
1083,54_BCCWJ-ABC-al-simple,LBc9_00162,20350.0,NaN,NaN,NaN,115.6350279,1.0
1084,55_BCCWJ-ABC-al-simple,LBm9_00053,95950.0,NaN,NaN,NaN,133.0614738,1.0
1085,56_BCCWJ-ABC-al-simple,LBa1_00015,52230.0,NaN,NaN,NaN,137.8945242,12.0
1086,57_BCCWJ-ABC-al-simple,LBe3_00067,43990.0,NaN,NaN,NaN,288.6327699,1.0
1087,58_BCCWJ-ABC-al-simple,LBo9_00147,64680.0,NaN,NaN,NaN,173.2019353,0.0
1088,59_BCCWJ-ABC-al-simple,LBm7_00058,6390.0,NaN,NaN,NaN,238.7837045,0.0
1089,60_BCCWJ-ABC-al-simple,LBn9_00050,57900.0,NaN,NaN,NaN,131.969504,5.0
1090,61_BCCWJ-ABC-al-simple,LBm5_00056,17580.0,NaN,NaN,NaN,417.5980541,1.0
1091,62_BCCWJ-ABC-al-simple,LBh7_00058,32990.0,NaN,NaN,NaN,189.6618076,0.0
1092,63_BCCWJ-ABC-al-simple,LBe6_00015,15040.0,NaN,NaN,NaN,374.8249218,0.0
1093,65_BCCWJ-ABC-al-simple,LBg9_00183,22340.0,NaN,NaN,NaN,102.6673285,8.0
1094,66_BCCWJ-ABC-al-simple,LBj3_00005,85450.0,NaN,NaN,NaN,397.1202266,1.0
1095,67_BCCWJ-ABC-al-simple,LBg0_00007,3850.0,NaN,NaN,NaN,306.0086003,0.0
1096,68_BCCWJ-ABC-al-simple,LBc3_00030,24890.0,NaN,NaN,NaN,346.9967903,0.0
1097,69_BCCWJ-ABC-al-simple,LBa9_00024,19180.0,NaN,NaN,NaN,256.3876489,0.0
1098,70_BCCWJ-ABC-al-simple,LBe9_00107,23980.0,NaN,NaN,NaN,287.693782,1.0
1099,71_BCCWJ-ABC-al-simple,LBg9_00171,28010.0,NaN,NaN,NaN,278.0488359,0.0
1100,72_BCCWJ-ABC-al-simple,NaN,NaN,NaN,LBkn_00001,11920.0,0.0,NaN
1101,73_BCCWJ-ABC-al-simple,LBo4_00036,41310.0,NaN,NaN,NaN,157.0096195,0.0
1102,74_BCCWJ-ABC-al-simple,LBn9_00245,2950.0,NaN,NaN,NaN,157.4580738,1.0
1103,75_BCCWJ-ABC-al-simple,LBd0_00001,31590.0,NaN,NaN,NaN,326.2530066,1.0
1104,77_BCCWJ-ABC-al-simple,NaN,NaN,NaN,LBb9_00148,54640.0,0.0,NaN
1105,78_BCCWJ-ABC-al-simple,LBi9_00262,40340.0,NaN,NaN,NaN,271.4029619,0.0
1106,79_BCCWJ-ABC-al-simple,LBd9_00100,76250.0,NaN,NaN,NaN,215.4508113,6.0
1107,81_BCCWJ-ABC-al-simple,LBa1_00015,90860.0,NaN,NaN,NaN,354.8839947,0.0
1108,82_BCCWJ-ABC-al-simple,LBm1_00013,4330.0,NaN,NaN,NaN,293.0593327,1.0
1109,83_BCCWJ-ABC-al-simple,LBi9_00187,29750.0,NaN,NaN,NaN,340.1616185,1.0
1110,84_BCCWJ-ABC-al-simple,LBo9_00038,12790.0,NaN,NaN,NaN,317.0232096,2.0
1111,86_BCCWJ-ABC-al-simple,LBc9_00135,51290.0,NaN,NaN,NaN,310.7623908,0.0
1112,87_BCCWJ-ABC-al-simple,LBo7_00060,17040.0,NaN,NaN,NaN,276.4926983,0.0
1113,88_BCCWJ-ABC-al-simple,LBk7_00056,77130.0,NaN,NaN,NaN,199.8265836,0.0
1114,89_BCCWJ-ABC-al-simple,LBi7_00003,16080.0,NaN,NaN,NaN,352.9309831,1.0
